emotion,keywords,personality,sentiment_hq_score,sentiment_score,source,summarization,title,url,thumbnail
"{'joy': 0.336774080991745, 'surprise': 0.2951362729072571, 'sadness': 0.24132639169692993, 'fear': 0.07316912710666656, 'anger': 0.053594138473272324}","{'bitcoin': 0.2641475830700133, 'year': 0.1879247459158482, 'investment': 0.14818714922089285, 'months': 0.14661901779311032, 'return': 0.14475307747230215}","{'extraversion': 0.4074289758326644, 'openness': 0.7229854734701531, 'agreeableness': 0.3216209772386049, 'conscientiousness': 0.5520996386292337}",0.5791135,0.259132214,thisismoney,"The original - and best known - cryptocurrency has been relatively stable in recent months, sticking between a $6,000 to $8,500 range since May.,Bitcoin losses: The value of the world's first cryptocurrency has fallen 7% to $6,284 over 12 months to 31 October - a decade on from its inception

The year-on-year losses will deepen if bitcoin fails to pick up in the coming months.,However, it is not the first annual loss on bitcoin.,Bitcoin is not the only cryptocurrency to have suffered a dip in value over the past year.,Poll Where will bitcoin finish 2018?","Bitcoin: stick or twist? Cryptocurrency suffers annual loss on its 10th birthday as it teeters above the $6,000 mark",https://www.thisismoney.co.uk/money/investing/article-6337749/Bitcoin-suffers-year-year-loss-10th-birthday-teeters-6k-mark.html,https://www.williamburrows.co.uk/media/1150/timv1.png?anchor=center&mode=crop&width=400&height=300&rnd=131629131890000000
"{'sadness': 0.31624463200569153, 'joy': 0.23906052112579346, 'fear': 0.22570228576660156, 'anger': 0.13161025941371918, 'surprise': 0.08738226443529129}","{'bitcoin': 0.37919417460820165, 'loss': 0.15895307322161334, 'coin': 0.14830340401425535, 'financial': 0.1483034040142553, 'prices': 0.14089353931173104}","{'extraversion': 0.43999012067156323, 'openness': 0.7179010510444641, 'agreeableness': 0.305996206768772, 'conscientiousness': 0.5640604237372848}",0.42072055,0.371600883,thisismoney,"Billions of dollars have been wiped from the value of the original and best known cryptocurrency in the past week alone, having tumbled by over 30 per cent to $4,450.,Until last Wednesday, bitcoin had managed to maintain a two month period of relative stability relatively trading between the $6,000 and $7,000

Many may have invested in the coin in hope of make some serious money before it was too late, but those who bought at that peak are now sitting on a 77 per cent loss - and that's before investment fees are taken into account.,To put this into context, it means a £10,000 investment in bitcoin on 17 December 2017 would now be worth just £2,300.,It is not just bitcoin that has seen prices nosedive.,Bitcoin cash is now known as bitcoin ABC and the new 'fork' is called bitcoin SV.","Bitcoin price nosedives 30% in a week to $4,450 leaving those who bought in at $19K last December nursing a 77% loss",https://www.thisismoney.co.uk/money/investing/article-6409587/Bitcoin-price-nosedives-13-month-low-bought-peak-sitting-77-loss.html,https://www.williamburrows.co.uk/media/1150/timv1.png?anchor=center&mode=crop&width=400&height=300&rnd=131629131890000000
"{'sadness': 0.3528693616390228, 'anger': 0.2807704210281372, 'fear': 0.20727792382240295, 'joy': 0.11970727145671844, 'surprise': 0.03937502205371857}","{'payment': 0.19706816847274586, 'like': 0.17244487597583688, 'people': 0.15543615184847367, 'wilf': 0.14887770142476292, 'scheme': 0.14727872550515766}","{'extraversion': 0.4440138292009548, 'openness': 0.6814357142582117, 'agreeableness': 0.39465006297094773, 'conscientiousness': 0.5190698948057219}",0.8723333,0.478317288,thisismoney,"Have you heard of Initiative Q?,In turn, they state it could be worth $2trillion in the future to early users.,To join, you have to be referred by an existing member - that is why you are seeing invitations to the scheme littered across social media

Sign-up is free, but you'd need an invite from an existing user to do so.,Will Initiative Q sell on my personal details?,Whether the initiative will succeed remains to be seen.","The next Bitcoin! Initiative Q is the 'sign-up quick' scheme spreading like wildfire on social media, but is it too good to be true?",https://www.thisismoney.co.uk/money/investing/article-6341737/Is-Initiative-Q-good-true-need-know-it.html,https://www.williamburrows.co.uk/media/1150/timv1.png?anchor=center&mode=crop&width=400&height=300&rnd=131629131890000000
"{'sadness': 0.5088029503822327, 'joy': 0.2024412751197815, 'anger': 0.13077498972415924, 'fear': 0.09474614262580872, 'surprise': 0.06323466449975967}","{'regulatory': 0.22526109419104504, 'bitcoin': 0.2177938511825694, 'exchange': 0.1702298925393569, 'cryptocurrency': 0.14567584053459215, 'currency': 0.1419910326861737}","{'extraversion': 0.39487394614745003, 'openness': 0.704628958601818, 'agreeableness': 0.30626082368064345, 'conscientiousness': 0.5722023500450726}",0.17611873,0.100792752,thisismoney,"The price of bitcoin, ripple, litecoin, ethereum and other cryptocurrencies are falling amid fears an increasing number of lenders and finance bodies are shunning them.,US-based bank Goldman Sachs is reported to have shelved plans to establish a cryptocurrency trading desk at its offices, according to Business Insider.,Bitcoin, which is the world's biggest cryptocurrency, fell nearly 10 per cent earlier this morning and is currently down 4 per cent to $6,419.,Falling: The price of bitcoin is down over 4 per cent this afternoon to around $$6,418.79

In December last year bitcoin was trading at $19,000, but by June this year bitcoin's price had fallen 6.2 per cent to $5,887.,The UK's Bank of England has also waded into the cryptocurrency debate.",Cryptocurrencies slump amid fears regulatory uncertainty will stop finance giants putting skin in the game,https://www.thisismoney.co.uk/money/markets/article-6139023/Cryptocurrency-mania-sinks-bitcoin-ethereum-prices-fall-Goldman-Sachs-shelves-plans.html,https://www.williamburrows.co.uk/media/1150/timv1.png?anchor=center&mode=crop&width=400&height=300&rnd=131629131890000000
"{'anger': 0.47650712728500366, 'sadness': 0.2893182933330536, 'joy': 0.11714369058609009, 'fear': 0.06843361258506775, 'surprise': 0.04859725385904312}","{'bitcoin': 0.46971754954046635, 'bubble': 0.1649325920584997, 'cent': 0.16136242636932518, 'element': 0.14930430056965022, 'term': 0.12109887092146522}","{'extraversion': 0.4818459443621716, 'openness': 0.6979310273010039, 'agreeableness': 0.3437671452237848, 'conscientiousness': 0.5293378067770224}",0.67633814,0.189623413,thisismoney,"That's a mighty fall, but it is what happened between then and now that really matters.,Bitcoin went on an astonishing run in 2017, from just under $1,000 to a peak of $19,783 on 17 December 2017, since then it has sunk

By the 20 November 2017, bitcoin's price had risen eightfold since the start of the year, but then the mania really kicked in.,Just under a month later it had more than doubled, rising another 140 per cent.,Bitcoin is down 78 per cent on its peak.,So what have we learned from the bitcoin saga?",Five things we can learn from the bitcoin bubble: SIMON LAMBERT on what cryptocurrency's boom and bust can teach investors,https://www.thisismoney.co.uk/money/diyinvesting/article-6414951/Five-things-learn-bitcoin-bubble.html,https://www.williamburrows.co.uk/media/1150/timv1.png?anchor=center&mode=crop&width=400&height=300&rnd=131629131890000000
"{'sadness': 0.47625136375427246, 'anger': 0.2527911365032196, 'surprise': 0.11123881489038467, 'fear': 0.10106426477432251, 'joy': 0.05865442752838135}","{'bitcoin': 0.29152291356248944, 'sachs': 0.2666894114038497, 'investors': 0.2666894114038491, 'trading': 0.26668941140384905, 'cryptocurrencies': 0.2666894114038483}","{'extraversion': 0.4041025557760465, 'openness': 0.6884858903483809, 'agreeableness': 0.3365459724476463, 'conscientiousness': 0.5450041105692414}",0.10381258,0.139796408,thisismoney,"Online currency bitcoin has suffered its worst sell-off so far this year as investors pulled more than £30 billion out of digital money.,Bitcoin and other so-called cryptocurrencies crashed 16 per cent in 24 hours as a wave of selling swept across the globe.,Hit hard: Bitcoin and other so-called cryptocurrencies crashed 16 per cent in 24 hours

Investors were spooked after Goldman Sachs pushed back plans for a cryptocurrency trading desk.,A major exchange also said it would request more personal information from clients.",Online currency bitcoin suffers worst sell-off so far this year as investors pull more than £30bn out of digital money,https://www.thisismoney.co.uk/money/markets/article-6140263/Online-currency-bitcoin-suffers-worst-sell-far-year.html,https://www.williamburrows.co.uk/media/1150/timv1.png?anchor=center&mode=crop&width=400&height=300&rnd=131629131890000000
"{'sadness': 0.4197104871273041, 'fear': 0.17895913124084473, 'joy': 0.17082925140857697, 'anger': 0.12121139466762543, 'surprise': 0.10928976535797119}","{'simon': 0.2996451908896827, 'ago': 0.21942983023923263, 'investments': 0.1970830124413716, 'big': 0.19708301244137044, 'jobson': 0.19708301244137025}","{'extraversion': 0.4894449023877161, 'openness': 0.6885706370121963, 'agreeableness': 0.31175048727738225, 'conscientiousness': 0.48063941779492914}",0.2665544,0.495931174,thisismoney,"A year ago bitcoin could do no wrong – now it has slumped to 79 per cent below its peak.,So what went wrong for the much vaunted cryptocurrency?,The mania of a year ago gave way to a bust after Christmas and apart from a few short-lived rallies bitcoin has been mainly on the slide since.,That's not to say it has no use - the cryptocurrency and underlying technology are fascinating - but just because something has some value does not mean it can't end up massively overvalued and in a bubble.,On this week's podcast, Simon Lambert, Georgie Frost and Myron Jobson look at what went wrong for bitcoin and the other cryptocurrencies and what we can learn from the boom and bust.",What burst the bitcoin bubble and could cryptocurrencies one day rise again? This is Money podcast,https://www.thisismoney.co.uk/money/podcast/article-6422551/What-burst-bitcoin-bubble-rise-Money-podcast.html,https://www.williamburrows.co.uk/media/1150/timv1.png?anchor=center&mode=crop&width=400&height=300&rnd=131629131890000000
"{'sadness': 0.4699970483779907, 'fear': 0.19043776392936707, 'surprise': 0.14823687076568604, 'joy': 0.12442726641893387, 'anger': 0.06690105050802231}","{'bitcoin': 0.2938990104193423, 'crypto': 0.22564879532640303, 'price': 0.19601730710721893, 'risks': 0.13671188832120187, 'paper': 0.12941886112783485}","{'extraversion': 0.4426037454504078, 'openness': 0.696252485302007, 'agreeableness': 0.3477476176462675, 'conscientiousness': 0.5758804327797616}",0.045900352,0.033959173,thisismoney,"The price of bitcoin has fallen below the $6,000 mark this morning, the first time it has slipped under this value since early November last year.,However, Will Hobbs, head of investment strategy at Barclays Smart Investor, says the cryptocurrency rout isn't over.,The last time bitcoin fell below $5k was in October last year.,Poll Where will bitcoin finish 2018?,Bitcoin has a market cap of 21million coins.",Bitcoin bloodbath continues as it drops below $6k mark and Barclays investment expert warns 'the rout in cryptocurrencies is still not finished',https://www.thisismoney.co.uk/money/investing/article-5900309/Bitcoin-price-drops-6k-mark-expert-warns-rout-isnt-finished.html,https://www.williamburrows.co.uk/media/1150/timv1.png?anchor=center&mode=crop&width=400&height=300&rnd=131629131890000000
"{'sadness': 0.4080590605735779, 'joy': 0.1800091564655304, 'surprise': 0.14678925275802612, 'fear': 0.1441071778535843, 'anger': 0.12103541195392609}","{'cryptocurrency': 0.23920509297653209, 'price': 0.20559642496635627, 'bitcoin': 0.17614035892365423, 'exchange': 0.1513320515133588, 'paper': 0.15080619888470875}","{'extraversion': 0.4185877230207799, 'openness': 0.7100449118101707, 'agreeableness': 0.32797753444889133, 'conscientiousness': 0.5493660439019916}",0.5485633,0.132235558,thisismoney,"The price of bitcoin has tumbled to its 2018 low today and means that those who jumped on the cryptocurrency bandwagon late last year will now be sitting on significant paper losses.,Bitcoin has fallen below $6,500, down to its lowest level since early November 2017, at which point a surge in interest saw its value dramatically increase.,At its peak, the cryptocurrency raced to beyond $19,300 a coin as excitement over it reached fever pitch.,Bitcoin price: It has tumbled from $19,300 a coin from its mid-December peak to below $6,500 today

At 5pm this evening, bitcoin was trading at $6,368, according to website Coindesk.,Bitcoin has a market cap of 21million coins.",Bitcoin price tumbles to its lowest level this year: Those who bought at December's peak are sitting on a 66% loss - as professors say manipulation helped it boom,https://www.thisismoney.co.uk/money/investing/article-5838851/Bitcoin-price-tumbles-2018-low-65-mid-December-peak.html,https://www.williamburrows.co.uk/media/1150/timv1.png?anchor=center&mode=crop&width=400&height=300&rnd=131629131890000000
"{'sadness': 0.31340810656547546, 'fear': 0.2288060486316681, 'joy': 0.1995825469493866, 'anger': 0.14484545588493347, 'surprise': 0.11335785686969757}","{'bitcoin': 0.4366404068563803, 'cryptocurrency': 0.1945215251935185, 'investors': 0.17550881753729305, 'coin': 0.1578796847789605, 'price': 0.15787968477895947}","{'extraversion': 0.40935690827288873, 'openness': 0.6915896473643935, 'agreeableness': 0.37100716850213833, 'conscientiousness': 0.552877045910934}",0.11389148,0.188089465,thisismoney,"The price of bitcoin ticked over the $8,000 a coin mark in the middle of last week and has stayed above that point in the days since.,The volatile cryptocurrency has had a rocky ride so far in 2018.,Bitcoin bounce: The price of the coin has risen 40% since it a hit a year low a month ago

The price would still need to rise 150 per cent to go back to those levels, but investors may be hoping the rises are a sign of things to come.,This time last year, the price of bitcoin was around $2,850 a coin.,Higher: Bitcoin has risen to above $8k a coin.",Bitcoin bounce holds firm! Price of the cryptocurrency rises by 40% from its year low last month to stay above $8k,https://www.thisismoney.co.uk/money/investing/article-6006537/Bitcoin-bounce-holds-firm-Price-cryptocurrency-rises-40-year-low.html,https://www.williamburrows.co.uk/media/1150/timv1.png?anchor=center&mode=crop&width=400&height=300&rnd=131629131890000000
"{'sadness': 0.4965292811393738, 'anger': 0.1724100410938263, 'fear': 0.13622164726257324, 'joy': 0.12882474064826965, 'surprise': 0.06601424515247345}","{'blockchain': 0.40792361273834543, 'bitcoin': 0.3309394175984097, 'exchange': 0.1473695489085169, 'stock': 0.14689249284498554, 'technology': 0.14298767778954566}","{'extraversion': 0.34609541057024973, 'openness': 0.7921554167694019, 'agreeableness': 0.2671461340628172, 'conscientiousness': 0.4478739747542074}",0.17709783,0.035194051,yahoofinance,"By that reckoning I've missed two deadlines.,When I wrote my last Bitcoin story on Oct. 2 the flagship cryptocurrency was trading at over $6,200.,Blockchain Too?,Blockchain disillusionment is thus accompanying bitcoin's fall.,Blockchain doesn't automatically make data more reliable.",Bitcoin (BTC): Nobody Knows You When You're Down and Out,https://finance.yahoo.com/news/bitcoin-btc-nobody-knows-down-120025094.html,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Yahoo_Finance_Logo_2013.svg/1280px-Yahoo_Finance_Logo_2013.svg.png
"{'sadness': 0.3422199487686157, 'anger': 0.24244385957717896, 'fear': 0.20120710134506226, 'surprise': 0.13336433470249176, 'joy': 0.0807647556066513}","{'kelly': 0.34530689423132976, 'bitcoin': 0.24580692538285512, 'cryptocurrency': 0.2011737937808357, 'wednesday': 0.20109073818069678, 'everybody': 0.18128687022423226}","{'extraversion': 0.524756199475062, 'openness': 0.7201468615888434, 'agreeableness': 0.3553254029207062, 'conscientiousness': 0.4635002808324222}",0.1541186,0.142167288,yahoofinance,"Kelly says bitcoin tanked because of concern over a ""hard fork"" or ""effectively a software upgrade"" in bitcoin cash.,Traders got concerned that the bitcoin and bitcoin cash markets would run into a slow down or ""chaos"" after the software upgrade.,Bitcoin had been coasting in recent months on fairly low volatility until ""things exploded"" Wednesday and prices tanked more than 10 percent, BKCM founder and CEO Brian Kelly told CNBC.,Kelly, a cryptocurrency fund manager, said the sharp downturn had to do with bitcoin cash , which splintered off in August 2017 from regular bitcoin with the goal of being able to process more transactions.,Everybody got concerned,"" Kelly explained.","'Crypto civil war' slams bitcoin, but it won't last, says BKCM's Brian Kelly",https://finance.yahoo.com/news/apos-crypto-civil-war-apos-235600408.html?.tsrc=fin-srch,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Yahoo_Finance_Logo_2013.svg/1280px-Yahoo_Finance_Logo_2013.svg.png
"{'fear': 0.35004401206970215, 'joy': 0.2964601218700409, 'sadness': 0.19792833924293518, 'anger': 0.0996522456407547, 'surprise': 0.05591535195708275}","{'regulatory': 0.3242132271408945, 'said': 0.2212389770702226, 'report': 0.21343748685490957, 'financial': 0.19230937253837935, 'cryptoassets': 0.1904889179737741}","{'extraversion': 0.4049571243635679, 'openness': 0.7212261972583343, 'agreeableness': 0.31415300411090513, 'conscientiousness': 0.5576593650654814}",0.24700782,0.957605606,yahoofinance,"* Report says consultation on possible ban next year

* More study into ICOs needed before taking any action

* Report says top priority is to prevent illicit activity

* Report says blockchain has potential to bring benefits

By Huw Jones

LONDON, Oct 30 (Reuters) - Britain may ban some retail financial products based on bitcoin and other cryptoassets and widen its regulatory net to capture potentially ""illicit activity"" that could harm consumers and markets, a government-backed taskforce reported on Tuesday.,The report from the finance ministry, Bank of England and Financial Conduct Authority begins to thrash out Britain's policy and regulatory approach to cryptoassets including tokens issued by initial coin offerings (ICOs).,""The Taskforce has concluded that strong action should be taken to address the risks associated with cryptoassets that fall within existing regulatory frameworks,"" the report said.,""Further consultation and international coordination is required for those cryptoassets that pose new challenges to traditional forms of financial regulation, and fall outside the existing regulatory framework,"" it added.,Ashurst said the report indicated that regulation is coming fast.",Britain says it may ban some cryptoasset consumer products,https://finance.yahoo.com/news/britain-says-may-ban-cryptoasset-113543477.html?.tsrc=fin-srch,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Yahoo_Finance_Logo_2013.svg/1280px-Yahoo_Finance_Logo_2013.svg.png
"{'sadness': 0.5471389293670654, 'fear': 0.16126319766044617, 'joy': 0.11652877926826477, 'surprise': 0.08866394311189651, 'anger': 0.08640523254871368}","{'management': 0.22979417394308818, 'nvidia': 0.22529476727217349, 'bush': 0.18793718038865898, 'aaron': 0.16394585553690383, 'term': 0.15980958851371801}","{'extraversion': 0.4144230565782321, 'openness': 0.6208749363355547, 'agreeableness': 0.32851599601277126, 'conscientiousness': 0.5655097687381437}",0.17109552,0.099799348,yahoofinance,"In this segment from Motley Fool Money, host Chris Hill and analysts Aaron Bush, Matt Argersinger, and Jason Moser explain how NVIDIA management erred in its production and inventory strategies, even as the surge of purchasing by cryptocurrency miners faded out and left huge oversupplies of the company's overpriced graphics processing units on retailers' shelves.,Chris Hill: Another rough week for Nvidia.,I have some concern there.,Aaron Bush owns shares of Nvidia.,The Motley Fool owns shares of and recommends Nvidia.","NVIDIA Lives by the Crypto, Then Dives by the Crypto",https://finance.yahoo.com/news/nvidia-lives-crypto-then-dives-141937699.html,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Yahoo_Finance_Logo_2013.svg/1280px-Yahoo_Finance_Logo_2013.svg.png
